fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-04-14,10.08093587456471,25.908766208076685,244.01292373373613,377.3908166427338,600.479409833189,749.3352973869572,558.836725023575,563.6377485779686,1395.6328706719798,wave_1
2020-04-15,10.392420075783889,25.71902020649675,236.19377925386303,356.6477356245653,567.5628975124002,704.1990617503899,513.508134452125,521.5204024880359,1363.5024009140975,wave_1
2020-04-16,10.421053175059768,24.85682794916762,228.7058096914617,342.5962436403682,539.7546789310707,665.8008057245894,476.5239706928817,487.06327648721907,1347.0396271866227,wave_1
2020-04-17,10.22450896893385,24.680471331853852,224.28289039322166,331.3448013609954,515.8216882993844,634.9960588816183,447.0180856996238,457.70722669757015,1326.2460178593835,wave_1
2020-04-18,10.23154798374571,24.406319854098125,219.61597397093493,320.8038905411106,499.0564752075801,607.264780192236,418.574758260682,435.76084329115946,1316.075617841009,wave_1
2020-04-19,9.570998111784691,23.591721408563888,207.79439668233886,301.890340000254,466.615564865706,564.0472825582896,384.99205800278037,402.41259798457736,1277.8246316971877,wave_1
2020-04-20,8.981337322939414,22.42718158990532,191.84752898775153,275.97175146868244,424.9246428405368,512.4086294545706,345.7904660582579,365.2946541392809,1207.0924852489177,wave_1
2020-04-21,9.068715230392776,21.90669069527393,179.9661540275513,257.400440729927,398.384647531175,472.8358222474321,318.8947636606299,336.93358558512847,1144.8529818398422,wave_1
2020-04-22,9.055920318215406,22.278007613215706,173.98668395581197,245.37395366101003,376.83293091447194,444.95348336689995,296.75193797174495,316.19304534350795,1096.7897512492982,wave_1
2020-04-23,8.557796406729459,22.570879113750912,168.18685532145713,236.8516963412162,361.7727674236813,424.6334896123803,279.065984647813,299.29943317362313,1060.630998011937,wave_1
2020-04-24,8.164158995624256,22.44319308120444,162.89473785974167,230.95707761379512,349.68114574635814,404.0375125691802,263.7331210740274,283.39256106221086,1021.0420207306034,wave_1
2020-04-25,8.030759458442555,22.124330348428128,159.2786450654007,227.26040510936605,339.12211847706703,389.36814115089595,251.9953785216595,269.3876061377147,976.9898488374176,wave_1
2020-04-26,7.548382229933298,21.383923608711896,150.64985899115612,216.92596718694602,318.88216012386386,365.36165312863756,235.28124404617955,249.45173174660297,906.301524556592,wave_1
2020-04-27,7.013059778513691,20.215450481139822,140.4553265469136,200.62941614034486,291.8648597781052,332.92924521250416,214.48391288072884,225.13217908827983,821.7538145960051,wave_1
2020-04-28,6.758569213288661,19.292552597452158,134.39051017267383,190.8584272282852,275.15186297845617,309.9021321061869,200.28880341638478,206.43857199920663,749.2635756178147,wave_1
2020-04-29,6.9831924330504185,18.85115856941886,130.66173582825502,182.67049762514057,264.1880627485597,295.5262827503729,189.0589688749569,191.85296489309647,696.509505622406,wave_1
2020-04-30,7.128967477276946,18.496662612416817,128.6694707592773,177.53172342803938,255.27929128398574,282.13230966951426,180.57270959585026,179.006647385622,642.1569240272862,wave_1
2020-05-01,7.819713246185491,18.961080929831727,127.67234807726727,171.2453557705315,249.95571545129647,271.2803468089419,173.05556178733036,168.73972374071047,594.2465269932735,wave_1
2020-05-02,8.088745623579738,18.746620517236153,121.8067794199449,161.5574464679479,235.52499664325265,254.3185524441694,160.32159745855367,156.72059518912147,545.101279520256,wave_1
2020-05-03,8.053997878024386,17.627571660146383,112.03238456289847,147.86791244094132,215.4712001895759,233.0237702136911,144.56001113550562,143.52982880169813,491.72419719327996,wave_1
2020-05-04,7.622755032225777,16.502201077032442,100.31810362087414,132.5409374592062,193.73778342076565,208.62015246718332,128.71672477167294,129.0069072150446,435.81365516483515,wave_1
2020-05-05,7.709423089805754,15.803443887022855,92.82093376487316,123.07249113081379,179.2800388574724,192.10310394992663,118.955580874294,118.66205819383518,393.2015746884022,wave_1
2020-05-06,7.99039260529842,15.245872247769162,86.47803207486977,116.12441022070543,167.52843049030216,179.35380283021527,113.42239392699489,110.91002341944592,362.27124444209954,wave_1
2020-05-07,7.953301114041477,14.945100536005652,82.94758929768003,112.00258022682361,158.74767905680136,170.2054719741536,109.00087209815969,104.09782283533924,337.7256180333905,wave_1
2020-05-08,7.988412276133012,15.412346114230386,78.84964199653344,109.19977258849916,154.2147104007239,164.13598067759298,106.98211708914116,98.18240014323892,320.1871740754153,wave_1
2020-05-09,8.150685540100431,15.740230370745335,76.4748836467491,106.5469818080138,150.3071152542562,159.4945709513695,106.15368777262846,94.52281398081882,305.1843136448813,wave_1
2020-05-10,7.7218605746276285,15.423407124068206,72.69435918446504,100.99872104408233,141.4991999667398,148.97527566335293,100.18876767958324,87.90420048339209,283.5052397856326,wave_1
2020-05-11,7.185352631818157,14.595600257137374,66.8461159792721,92.89674105333133,130.26698479832703,135.579435916857,92.14476336895335,80.38024273164584,255.5881405824509,wave_1
2020-05-12,7.1697469667898295,14.472624590311739,66.21806517886459,97.06225064813222,139.89628941161473,141.66704126337515,94.61384556087853,81.4364052495105,250.24509974886402,wave_1
